Ensembl Gene ID	Associated Gene Name	Gene Biotype
ENSMUSG00000095927	Gm21822	protein_coding
ENSMUSG00000097249	Gm26889	lincRNA
ENSMUSG00000037852	Cpe	protein_coding
ENSMUSG00000084307	Gm12151	pseudogene
ENSMUSG00000047921	Trappc9	protein_coding
ENSMUSG00000094046	Gm21660	protein_coding
ENSMUSG00000076672	Ighv3-6	IG_LV_gene
ENSMUSG00000093460	Six3os1	antisense
ENSMUSG00000096974	Gm26881	lincRNA
ENSMUSG00000085923	Gm12781	antisense
ENSMUSG00000097681	Gm26643	lincRNA
ENSMUSG00000095050	Gm20851	protein_coding
ENSMUSG00000086631	Gm12784	processed_transcript
ENSMUSG00000084889	Gm12148	lincRNA
ENSMUSG00000082536	Gm13456	pseudogene
ENSMUSG00000028743	Akr7a5	protein_coding
ENSMUSG00000097123	Gm6297	lincRNA
ENSMUSG00000025227	Tmem180	protein_coding
ENSMUSG00000086481	Gm11707	lincRNA
ENSMUSG00000081863	Gm12780	pseudogene
ENSMUSG00000095267	Ssty1	protein_coding
ENSMUSG00000076671	Ighv13-1	IG_V_gene
ENSMUSG00000097005	4930598A11Rik	lincRNA
ENSMUSG00000036249	Rbm43	protein_coding
ENSMUSG00000084930	Gm11706	antisense
ENSMUSG00000085124	Gm12766	lincRNA
ENSMUSG00000097459	Gm26895	lincRNA
ENSMUSG00000085229	Gm11672	antisense
ENSMUSG00000095879	Gm21764	protein_coding
ENSMUSG00000086791	Gm12147	antisense
ENSMUSG00000076670	Ighv3-5	IG_LV_gene
ENSMUSG00000085255	5330430P22Rik	antisense
ENSMUSG00000086184	Gm12764	antisense
ENSMUSG00000097019	Gm26663	lincRNA
ENSMUSG00000096819	Srsy	protein_coding
ENSMUSG00000085033	Gm11646	antisense
ENSMUSG00000028066	Pmf1	protein_coding
ENSMUSG00000082684	Gm12774	pseudogene
ENSMUSG00000097094	Gm26548	lincRNA
ENSMUSG00000098438	RP24-68F22.6	pseudogene
ENSMUSG00000085105	Gm12758	processed_transcript
ENSMUSG00000094325	Gm20831	protein_coding
ENSMUSG00000097860	Gm26857	lincRNA
ENSMUSG00000011877	Git1	protein_coding
ENSMUSG00000086526	Gm12762	antisense
ENSMUSG00000094161	Gm21904	protein_coding
ENSMUSG00000032725	Folr2	protein_coding
ENSMUSG00000081161	Gm12783	pseudogene
ENSMUSG00000097170	Gm16982	lincRNA
ENSMUSG00000074876	Spata5l1	processed_transcript
ENSMUSG00000017652	Cd40	protein_coding
ENSMUSG00000040734	Ppp1r13l	protein_coding
ENSMUSG00000081491	Gm12778	pseudogene
ENSMUSG00000095365	Rbm31y	protein_coding
ENSMUSG00000080947	Gm12779	pseudogene
ENSMUSG00000026715	Serpinc1	protein_coding
ENSMUSG00000097803	Rpl31-ps16	pseudogene
ENSMUSG00000030032	Wdr54	protein_coding
ENSMUSG00000025902	Sox17	protein_coding
ENSMUSG00000083434	Gm12760	pseudogene
ENSMUSG00000056115	Tas2r134	protein_coding
ENSMUSG00000022019	Tdrd3	protein_coding
ENSMUSG00000094256	Rpl21-ps7	pseudogene
ENSMUSG00000031639	Tlr3	protein_coding
ENSMUSG00000095421	Gm20781	protein_coding
ENSMUSG00000074483	Bglap	protein_coding
ENSMUSG00000097471	5830432E09Rik	lincRNA
ENSMUSG00000081768	Gm12755	pseudogene
ENSMUSG00000081219	Bambi-ps1	pseudogene
ENSMUSG00000081962	Gm12773	pseudogene
ENSMUSG00000095520	Gm20877	protein_coding
ENSMUSG00000097595	2510016G02Rik	lincRNA
ENSMUSG00000078691	Gm6821	protein_coding
ENSMUSG00000097897	Rpl31-ps25	pseudogene
ENSMUSG00000024135	Srbd1	protein_coding
ENSMUSG00000094829	Gm21809	protein_coding
ENSMUSG00000097751	Gm26690	lincRNA
ENSMUSG00000071040	Gm9386	pseudogene
ENSMUSG00000083942	Scgb1b26-ps	pseudogene
ENSMUSG00000054957	Gm9959	pseudogene
ENSMUSG00000095172	Gm20822	protein_coding
ENSMUSG00000015247	Nipsnap3b	protein_coding
ENSMUSG00000026833	Olfm1	protein_coding
ENSMUSG00000083085	Gm12765	pseudogene
ENSMUSG00000083645	Gm14086	pseudogene
ENSMUSG00000094227	Gm21767	protein_coding
ENSMUSG00000097075	D830044I16Rik	lincRNA
ENSMUSG00000081317	Gm12757	pseudogene
ENSMUSG00000094492	Gm20836	protein_coding
ENSMUSG00000070692	Rps12-ps10	pseudogene
ENSMUSG00000022634	Yaf2	protein_coding
ENSMUSG00000084296	Scgb2b25-ps	pseudogene
ENSMUSG00000042198	Chchd7	protein_coding
ENSMUSG00000097343	9030407P20Rik	lincRNA
ENSMUSG00000095900	Gm20773	protein_coding
ENSMUSG00000086170	Gm12144	antisense
ENSMUSG00000081510	Gm12768	pseudogene
ENSMUSG00000097220	Gm26599	lincRNA
ENSMUSG00000098114	Gm26957	pseudogene
ENSMUSG00000081577	Gm13455	pseudogene
ENSMUSG00000076668	Ighv7-4	IG_LV_gene
ENSMUSG00000093883	Gm21866	protein_coding
ENSMUSG00000081714	Gm12782	pseudogene
ENSMUSG00000047649	Cd3eap	protein_coding
ENSMUSG00000091549	Gm6548	pseudogene
ENSMUSG00000085297	Gm11651	antisense
ENSMUSG00000056729	Gm10006	protein_coding
ENSMUSG00000097015	Gm26705	lincRNA
ENSMUSG00000094029	Ighv3-3	IG_LV_gene
ENSMUSG00000096044	Gm16427	protein_coding
ENSMUSG00000095462	Gm21725	protein_coding
ENSMUSG00000094079	Rpl23a-ps12	pseudogene
ENSMUSG00000079966	Gm14058	pseudogene
ENSMUSG00000081270	Gm11653	pseudogene
ENSMUSG00000025900	Rp1	protein_coding
ENSMUSG00000033545	Znrf1	protein_coding
ENSMUSG00000037064	Gm5229	pseudogene
ENSMUSG00000083465	Gm11652	pseudogene
ENSMUSG00000085533	Gm12146	antisense
ENSMUSG00000081004	Gm9157	pseudogene
ENSMUSG00000085312	Gm12763	lincRNA
ENSMUSG00000048186	Bend7	protein_coding
ENSMUSG00000032737	Inppl1	protein_coding
ENSMUSG00000091058	Gm17538	pseudogene
ENSMUSG00000093903	Gm21440	protein_coding
ENSMUSG00000086089	Gm11640	antisense
ENSMUSG00000083398	Gm13458	pseudogene
ENSMUSG00000079893	Scgb1b23-ps	pseudogene
ENSMUSG00000076666	Ighv14-4	IG_LV_gene
ENSMUSG00000003604	Aven	protein_coding
ENSMUSG00000035936	Aldh5a1	protein_coding
ENSMUSG00000082670	Gm14050	pseudogene
ENSMUSG00000097749	Gm16938	lincRNA
ENSMUSG00000095759	Gm21828	protein_coding
ENSMUSG00000001783	Rtcb	protein_coding
ENSMUSG00000084171	Gm13457	pseudogene
ENSMUSG00000083896	Scgb2b23-ps	pseudogene
ENSMUSG00000066958	Gm16391	pseudogene
ENSMUSG00000096820	Gm21425	protein_coding
ENSMUSG00000083240	Gm13453	pseudogene
ENSMUSG00000097644	Gm26862	lincRNA
ENSMUSG00000085951	Gm12145	lincRNA
ENSMUSG00000086913	Gm14019	antisense
ENSMUSG00000076652	Ighv7-3	IG_LV_gene
ENSMUSG00000079892	Scgb1b22-ps	pseudogene
ENSMUSG00000095769	Gm21891	protein_coding
ENSMUSG00000084025	Gm6276	pseudogene
ENSMUSG00000097162	2310010J17Rik	lincRNA
ENSMUSG00000035248	Zcchc6	protein_coding
ENSMUSG00000083381	Scgb2b22-ps	pseudogene
ENSMUSG00000084293	Gm12143	pseudogene
ENSMUSG00000094135	Gm21379	protein_coding
ENSMUSG00000097423	Gm26522	lincRNA
ENSMUSG00000081155	Gm12771	pseudogene
ENSMUSG00000022889	Mrpl39	protein_coding
ENSMUSG00000090168	D630014O11Rik	sense_intronic
ENSMUSG00000096459	Ighv9-3	IG_LV_gene
ENSMUSG00000085209	Gm12637	lincRNA
ENSMUSG00000097789	Gm2115	lincRNA
ENSMUSG00000024134	Six2	protein_coding
ENSMUSG00000074939	Chrm5	protein_coding
ENSMUSG00000083568	Gm12770	pseudogene
ENSMUSG00000094299	Gm21736	protein_coding
ENSMUSG00000094102	Ighv9-2	IG_LV_gene
ENSMUSG00000097016	Gm26708	lincRNA
ENSMUSG00000083296	Gm12638	pseudogene
ENSMUSG00000095487	Scgb1b21	pseudogene
ENSMUSG00000084244	Gm14020	pseudogene
ENSMUSG00000097912	6330403N20Rik	lincRNA
ENSMUSG00000095508	Gm20812	protein_coding
ENSMUSG00000053626	Tll1	protein_coding
ENSMUSG00000096805	Ighv9-1	IG_LV_gene
ENSMUSG00000087517	4930577H14Rik	lincRNA
ENSMUSG00000023939	Mrpl14	protein_coding
ENSMUSG00000097699	5430400D12Rik	lincRNA
ENSMUSG00000076661	Ighv16-1	IG_LV_gene
ENSMUSG00000094838	Gm20828	protein_coding
ENSMUSG00000098080	Gm5732	pseudogene
ENSMUSG00000097685	Gm26646	lincRNA
ENSMUSG00000033826	Dnah8	protein_coding
ENSMUSG00000082015	Gm13452	pseudogene
ENSMUSG00000000876	Pxmp4	protein_coding
ENSMUSG00000094813	Gm20777	protein_coding
ENSMUSG00000094030	Gm21833	protein_coding
ENSMUSG00000084285	Gm13451	pseudogene
ENSMUSG00000096102	Gm9167	pseudogene
ENSMUSG00000097441	Gm26633	lincRNA
ENSMUSG00000002100	Mybpc3	protein_coding
ENSMUSG00000097497	Gm26652	lincRNA
ENSMUSG00000075359	Gm20775	protein_coding
ENSMUSG00000081839	Gm13454	pseudogene
ENSMUSG00000097247	1500012K07Rik	lincRNA
ENSMUSG00000098044	Gm9162	pseudogene
ENSMUSG00000044041	Krt13	protein_coding
ENSMUSG00000042284	Itga1	protein_coding
ENSMUSG00000081492	Gm9311	pseudogene
ENSMUSG00000023186	Vwa5a	protein_coding
ENSMUSG00000097952	Gm4398	pseudogene
ENSMUSG00000083401	Gm13506	pseudogene
ENSMUSG00000087306	A230004M16Rik	processed_transcript
ENSMUSG00000097756	A730056A06Rik	lincRNA
ENSMUSG00000021385	Ippk	protein_coding
ENSMUSG00000086487	Gm11638	processed_transcript
ENSMUSG00000081144	Vmn2r-ps2	pseudogene
ENSMUSG00000007946	Phox2a	protein_coding
ENSMUSG00000073274	Gm14636	processed_transcript
ENSMUSG00000098205	Gm9149	pseudogene
ENSMUSG00000097697	4833412C05Rik	lincRNA
ENSMUSG00000094867	Gm21900	protein_coding
ENSMUSG00000051951	Xkr4	protein_coding
ENSMUSG00000040423	Rc3h1	protein_coding
ENSMUSG00000081264	Gm14021	pseudogene
ENSMUSG00000094443	Gm4975	protein_coding
ENSMUSG00000081654	Gm5383	pseudogene
ENSMUSG00000095860	Gm21775	protein_coding
ENSMUSG00000095642	Ighv14-3	IG_V_gene
ENSMUSG00000094827	Gm5327	pseudogene
ENSMUSG00000097527	1700112J16Rik	lincRNA
ENSMUSG00000082757	Gm6923	pseudogene
ENSMUSG00000036760	Kcnk9	protein_coding
ENSMUSG00000095950	Gm20737	protein_coding
ENSMUSG00000081271	Gm14883	pseudogene
ENSMUSG00000095937	Gm12671	pseudogene
ENSMUSG00000096235	Gm5123	pseudogene
ENSMUSG00000081847	Gm12142	pseudogene
ENSMUSG00000038805	Six3	protein_coding
ENSMUSG00000095242	Gm20834	protein_coding
ENSMUSG00000096108	Ighv11-2	IG_LV_gene
ENSMUSG00000003549	Ercc1	protein_coding
ENSMUSG00000049494	Gm12669	pseudogene
ENSMUSG00000095032	Gm21310	protein_coding
ENSMUSG00000080725	Gm6121	protein_coding
ENSMUSG00000020451	Limk2	protein_coding
ENSMUSG00000082523	Gm12667	pseudogene
ENSMUSG00000081965	Gm11620	pseudogene
ENSMUSG00000058809	Gm12141	pseudogene
ENSMUSG00000084120	Gm11624	pseudogene
ENSMUSG00000094556	Gm20821	protein_coding
ENSMUSG00000086042	Gm12670	lincRNA
ENSMUSG00000082767	Gm11622	pseudogene
ENSMUSG00000091661	Gm17021	sense_overlapping
ENSMUSG00000085817	Gm12668	lincRNA
ENSMUSG00000080694	Gm11621	pseudogene
ENSMUSG00000096223	Gm21874	protein_coding
ENSMUSG00000081513	Gm11623	pseudogene
ENSMUSG00000091149	Gm17020	pseudogene
ENSMUSG00000083377	Gm12653	pseudogene
ENSMUSG00000039782	Cpeb2	protein_coding
ENSMUSG00000083686	Gm13504	pseudogene
ENSMUSG00000028744	Pqlc2	protein_coding
ENSMUSG00000094773	Gm21812	protein_coding
ENSMUSG00000003282	Plag1	protein_coding
ENSMUSG00000081876	Gm12644	pseudogene
ENSMUSG00000020916	Krt36	protein_coding
ENSMUSG00000083157	Gm13511	pseudogene
ENSMUSG00000058922	Gm10052	pseudogene
ENSMUSG00000027871	Hsd3b1	protein_coding
ENSMUSG00000082315	Gm16523	pseudogene
ENSMUSG00000083748	Gm11662	pseudogene
ENSMUSG00000094679	Gm21721	protein_coding
ENSMUSG00000015083	C8g	protein_coding
ENSMUSG00000090608	Gm17200	processed_transcript
ENSMUSG00000091077	Gm21292	protein_coding
ENSMUSG00000091172	Gm17120	antisense
ENSMUSG00000020740	Gga3	protein_coding
ENSMUSG00000071037	Camkmt	protein_coding
ENSMUSG00000021751	Acox2	protein_coding
ENSMUSG00000058492	Scp2-ps2	pseudogene
ENSMUSG00000071788	Gm14525	protein_coding
ENSMUSG00000096227	Gm20815	protein_coding
ENSMUSG00000093598	A730085K08Rik	processed_transcript
ENSMUSG00000096716	Gm5755	pseudogene
ENSMUSG00000045482	Trrap	protein_coding
ENSMUSG00000092042	Gm17163	antisense
ENSMUSG00000078365	Mos	protein_coding
ENSMUSG00000095324	Gm20825	protein_coding
ENSMUSG00000085755	Gm13496	antisense
ENSMUSG00000015242	Nipsnap3a	protein_coding
ENSMUSG00000084995	4930596M17Rik	antisense
ENSMUSG00000094081	Gm20826	protein_coding
ENSMUSG00000081614	Gm9436	pseudogene
ENSMUSG00000048013	Krt35	protein_coding
ENSMUSG00000036594	H2-Aa	protein_coding
ENSMUSG00000085111	Ascl4	protein_coding
ENSMUSG00000091336	Gm17157	pseudogene
ENSMUSG00000095602	Gm21788	protein_coding
ENSMUSG00000086365	4930593C16Rik	antisense
ENSMUSG00000094484	Gm21244	protein_coding
ENSMUSG00000082356	Gm15565	pseudogene
ENSMUSG00000003545	Fosb	protein_coding
ENSMUSG00000096686	Gm20830	protein_coding
ENSMUSG00000035517	Tdrd7	protein_coding
ENSMUSG00000082706	Gm11663	pseudogene
ENSMUSG00000083772	Gm15566	pseudogene
ENSMUSG00000031385	Plxnb3	protein_coding
ENSMUSG00000079806	Gm21719	protein_coding
ENSMUSG00000081588	Gm11661	pseudogene
ENSMUSG00000087041	Gm16295	lincRNA
ENSMUSG00000070983	Olfr270	protein_coding
ENSMUSG00000095148	Gm20873	protein_coding
ENSMUSG00000036748	Cuedc2	protein_coding
ENSMUSG00000094346	Gm21746	protein_coding
ENSMUSG00000044864	Ankrd50	protein_coding
ENSMUSG00000086119	Gm2415	lincRNA
ENSMUSG00000017144	Rnd3	protein_coding
ENSMUSG00000096036	Gm21778	protein_coding
ENSMUSG00000046095	Krt32	protein_coding
ENSMUSG00000067285	Gm16223	protein_coding
ENSMUSG00000034349	Smc4	protein_coding
ENSMUSG00000086932	Gm22000	processed_transcript
ENSMUSG00000096268	Gm20914	protein_coding
ENSMUSG00000056961	Olfr919	protein_coding
ENSMUSG00000066270	Gm10157	pseudogene
ENSMUSG00000086222	Gm11665	antisense
ENSMUSG00000096706	Gm21854	protein_coding
ENSMUSG00000051593	Olfr272	protein_coding
ENSMUSG00000098161	Gm26975	lincRNA
ENSMUSG00000095693	Gm21820	protein_coding
ENSMUSG00000092504	Gm20396	pseudogene
ENSMUSG00000093927	Gm20918	protein_coding
ENSMUSG00000079669	Gm17396	processed_transcript
ENSMUSG00000029385	Ccng2	protein_coding
ENSMUSG00000046150	Olfr918	protein_coding
ENSMUSG00000092516	Gm20397	pseudogene
ENSMUSG00000061755	Bod1l	protein_coding
ENSMUSG00000096460	Gm8521	protein_coding
ENSMUSG00000027869	Hsd3b6	protein_coding
ENSMUSG00000092184	Gm18489	pseudogene
ENSMUSG00000048981	Krt31	protein_coding
ENSMUSG00000086273	4930564K09Rik	antisense
ENSMUSG00000030401	Rtn2	protein_coding
ENSMUSG00000083782	Gm11660	pseudogene
ENSMUSG00000043661	Gm9785	pseudogene
ENSMUSG00000096520	Gm3376	protein_coding
ENSMUSG00000033105	Lss	protein_coding
ENSMUSG00000039449	Prpf18	protein_coding
ENSMUSG00000055943	Emc7	protein_coding
ENSMUSG00000080848	Gm9385	pseudogene
ENSMUSG00000063225	Olfr917	protein_coding
ENSMUSG00000085106	Gm16000	antisense
ENSMUSG00000082812	Gm14860	pseudogene
ENSMUSG00000085134	Gm11659	antisense
ENSMUSG00000092540	Gm8738	pseudogene
ENSMUSG00000087123	Gm6706	pseudogene
ENSMUSG00000028522	Mier1	protein_coding
ENSMUSG00000087469	Gm16142	antisense
ENSMUSG00000095583	Ighv14-2	IG_LV_gene
ENSMUSG00000098204	Gm26984	sense_intronic
ENSMUSG00000049648	Olfr273	protein_coding
ENSMUSG00000095948	Gm21708	protein_coding
ENSMUSG00000089746	Gm3513	antisense
ENSMUSG00000074034	Gm5921	pseudogene
ENSMUSG00000094701	Olfr916	protein_coding
ENSMUSG00000021752	Kctd6	protein_coding
ENSMUSG00000037096	Gm9762	pseudogene
ENSMUSG00000097967	Gm27002	sense_intronic
ENSMUSG00000070443	Gm10291	pseudogene
ENSMUSG00000081112	Gm12140	pseudogene
ENSMUSG00000058174	Gm5148	protein_coding
ENSMUSG00000098191	Gm26962	antisense
ENSMUSG00000084370	Gm15442	pseudogene
ENSMUSG00000022021	Diap3	protein_coding
ENSMUSG00000030402	Ppm1n	protein_coding
ENSMUSG00000084184	Gm13474	pseudogene
ENSMUSG00000047050	Olfr914	protein_coding
ENSMUSG00000035529	Prdm4	protein_coding
ENSMUSG00000096400	Gm6098	pseudogene
ENSMUSG00000098127	Gm4665	antisense
ENSMUSG00000093987	Gm21704	protein_coding
ENSMUSG00000083776	Gm13473	pseudogene
ENSMUSG00000098189	Gm8604	pseudogene
ENSMUSG00000074877	Gm10780	pseudogene
ENSMUSG00000022762	Ncam2	protein_coding
ENSMUSG00000068969	Rpl32-ps	pseudogene
ENSMUSG00000052724	Gm9888	antisense
ENSMUSG00000021748	Pdhb	protein_coding
ENSMUSG00000029384	2010109A12Rik	protein_coding
ENSMUSG00000059189	Olfr913	protein_coding
ENSMUSG00000098006	Gm8565	pseudogene
ENSMUSG00000041698	Slco1a1	protein_coding
ENSMUSG00000079962	Gm12643	pseudogene
ENSMUSG00000094511	Gm21693	protein_coding
ENSMUSG00000049723	Mmp12	protein_coding
ENSMUSG00000049691	Nkx3-2	protein_coding
ENSMUSG00000090743	Gm17213	pseudogene
ENSMUSG00000082622	Gm12632	pseudogene
ENSMUSG00000085201	Gm13507	antisense
ENSMUSG00000074039	4930520O04Rik	processed_transcript
ENSMUSG00000090941	Gm17212	pseudogene
ENSMUSG00000082502	Gm12636	pseudogene
ENSMUSG00000026721	Rabgap1l	protein_coding
ENSMUSG00000091315	Gm17214	pseudogene
ENSMUSG00000081563	Gm12635	pseudogene
ENSMUSG00000060114	Olfr912	protein_coding
ENSMUSG00000027783	Arl14	pseudogene
ENSMUSG00000082569	Gm12634	pseudogene
ENSMUSG00000093918	Gm21677	protein_coding
ENSMUSG00000087038	2900079G21Rik	lincRNA
ENSMUSG00000026943	Lcn12	protein_coding
ENSMUSG00000057444	Olfr910	protein_coding
ENSMUSG00000082508	Gm13591	pseudogene
ENSMUSG00000074486	Bglap2	protein_coding
ENSMUSG00000089718	2310075C17Rik	lincRNA
ENSMUSG00000087164	4933433P16Rik	processed_transcript
ENSMUSG00000087062	Gm13587	processed_transcript
ENSMUSG00000097529	Rp31-ps19	pseudogene
ENSMUSG00000096792	Gm21956	protein_coding
ENSMUSG00000062621	Olfr911-ps1	protein_coding
ENSMUSG00000091987	Gm10352	protein_coding
ENSMUSG00000035566	Pcdh17	protein_coding
ENSMUSG00000031378	Abcd1	protein_coding
ENSMUSG00000083722	Gpr144-ps	pseudogene
ENSMUSG00000047011	Map4	pseudogene
ENSMUSG00000070044	Fam149a	protein_coding
ENSMUSG00000082931	Gm13586	pseudogene
ENSMUSG00000022441	Efcab6	protein_coding
ENSMUSG00000030403	Vasp	protein_coding
ENSMUSG00000084124	Gm13588	pseudogene
ENSMUSG00000054162	Spock3	protein_coding
ENSMUSG00000094810	Olfr907	protein_coding
ENSMUSG00000095852	Gm10256	protein_coding
ENSMUSG00000085950	Gm13589	lincRNA
ENSMUSG00000037544	Dlgap5	protein_coding
ENSMUSG00000034614	Pik3ip1	protein_coding
ENSMUSG00000015533	Itga2	protein_coding
ENSMUSG00000070282	3000002C10Rik	pseudogene
ENSMUSG00000095063	Slx	protein_coding
ENSMUSG00000026835	Fcnb	protein_coding
ENSMUSG00000044792	Isca1	protein_coding
ENSMUSG00000002111	Spi1	protein_coding
ENSMUSG00000022026	Olfm4	protein_coding
ENSMUSG00000039962	Olfr906	protein_coding
ENSMUSG00000035296	Sgcg	protein_coding
ENSMUSG00000025644	Gm7628	processed_transcript
ENSMUSG00000052214	Opa3	protein_coding
ENSMUSG00000094658	Rbmy	protein_coding
ENSMUSG00000034930	Rtkn	protein_coding
ENSMUSG00000092218	Gm20529	processed_transcript
ENSMUSG00000014226	Cacybp	protein_coding
ENSMUSG00000051054	1700014D04Rik	protein_coding
ENSMUSG00000025226	Fbxl15	protein_coding
ENSMUSG00000096794	Olfr905	protein_coding
ENSMUSG00000084407	Gm14018	pseudogene
ENSMUSG00000093619	4930535L15Rik	processed_transcript
ENSMUSG00000039804	Ncoa5	protein_coding
ENSMUSG00000081967	Gm14017	pseudogene
ENSMUSG00000093505	Gm20691	pseudogene
ENSMUSG00000093402	Gm18588	pseudogene
ENSMUSG00000093749	4921523L03Rik	processed_transcript
ENSMUSG00000084140	Gm14000	pseudogene
ENSMUSG00000021179	Nrde2	protein_coding
ENSMUSG00000080756	Gm12633	pseudogene
ENSMUSG00000093730	Gm20690	pseudogene
ENSMUSG00000089935	Gm16343	antisense
ENSMUSG00000093384	Gm20689	pseudogene
ENSMUSG00000044317	Gpr4	protein_coding
ENSMUSG00000095573	Gm16501	protein_coding
ENSMUSG00000085690	Gm12629	lincRNA
ENSMUSG00000094380	Olfr904	protein_coding
ENSMUSG00000058360	Gm10040	pseudogene
ENSMUSG00000069036	Sry	protein_coding
ENSMUSG00000094533	Ighv11-1	IG_LV_gene
ENSMUSG00000091425	Gm17118	antisense
ENSMUSG00000098193	Gm26963	pseudogene
ENSMUSG00000098151	Gm10292	pseudogene
ENSMUSG00000093838	Ighv3-1	IG_LV_gene
ENSMUSG00000094881	Gm6026	protein_coding
ENSMUSG00000097968	Tpi-rs2	pseudogene
ENSMUSG00000089779	Gm15641	antisense
ENSMUSG00000091816	Gm17141	antisense
ENSMUSG00000043986	Spata31d1d	protein_coding
ENSMUSG00000062410	Hsd3b3	protein_coding
ENSMUSG00000024026	Glo1	protein_coding
ENSMUSG00000086794	Gm11642	processed_transcript
ENSMUSG00000086475	Gm12139	lincRNA
ENSMUSG00000082651	Gm14001	pseudogene
ENSMUSG00000049334	Olfr902	protein_coding
ENSMUSG00000090570	Gm17041	antisense
ENSMUSG00000089717	Olfr275	protein_coding
ENSMUSG00000084129	Hmgb1-ps1	pseudogene
ENSMUSG00000087704	Gm14978	antisense
ENSMUSG00000031284	Pak3	protein_coding
ENSMUSG00000091366	Gm17040	pseudogene
ENSMUSG00000058267	Mrps14	protein_coding
ENSMUSG00000000103	Zfy2	protein_coding
ENSMUSG00000052388	Gm9874	protein_coding
ENSMUSG00000076655	Ighv4-1	IG_LV_gene
ENSMUSG00000092125	AA543401	pseudogene
ENSMUSG00000091669	Gm17117	pseudogene
ENSMUSG00000027490	E2f1	protein_coding
ENSMUSG00000028745	Capzb	protein_coding
ENSMUSG00000082087	Gm12138	pseudogene
ENSMUSG00000052058	Olfr901	protein_coding
ENSMUSG00000085154	C130046K22Rik	processed_transcript
ENSMUSG00000075469	Gm17205	pseudogene
ENSMUSG00000024127	Prepl	protein_coding
ENSMUSG00000091311	Spata31d1b	protein_coding
ENSMUSG00000094509	Ighv14-1	IG_LV_gene
ENSMUSG00000021178	Psmc1	protein_coding
ENSMUSG00000081676	Gm11643	pseudogene
ENSMUSG00000090207	4930524O07Rik	antisense
ENSMUSG00000029128	Rab28	protein_coding
ENSMUSG00000080835	Gm12137	pseudogene
ENSMUSG00000076653	Ighv7-2	IG_LV_gene
ENSMUSG00000049098	Olfr147	protein_coding
ENSMUSG00000076665	Ighv7-1	IG_LV_gene
ENSMUSG00000050578	Mmp13	protein_coding
ENSMUSG00000086296	D030055H07Rik	antisense
ENSMUSG00000095959	Gm10845	protein_coding
ENSMUSG00000028314	4930547C10Rik	protein_coding
ENSMUSG00000037933	Bicd2	protein_coding
ENSMUSG00000057626	Gm5621	pseudogene
ENSMUSG00000045751	Mms22l	protein_coding
ENSMUSG00000050876	Spata31d1a	protein_coding
ENSMUSG00000082390	Gm12136	pseudogene
ENSMUSG00000085430	Gm15619	antisense
ENSMUSG00000019900	Rfx6	protein_coding
ENSMUSG00000096757	Olfr251	protein_coding
ENSMUSG00000096638	Ighv2-9	IG_LV_gene
ENSMUSG00000078129	Actl10	protein_coding
ENSMUSG00000093590	Gm20643	antisense
ENSMUSG00000051022	Hs3st1	protein_coding
ENSMUSG00000081313	Gm14213	pseudogene
ENSMUSG00000030034	Ino80b	protein_coding
ENSMUSG00000081097	Gm12135	pseudogene
ENSMUSG00000095571	Ighv5-17	IG_LV_gene
ENSMUSG00000049864	Olfr250	protein_coding
ENSMUSG00000085168	Gm16252	antisense
ENSMUSG00000087539	Gm13584	antisense
ENSMUSG00000094194	Ighv5-16	IG_LV_gene
ENSMUSG00000063730	Hsd3b2	protein_coding
ENSMUSG00000061619	Vma21-ps	protein_coding
ENSMUSG00000098383	RP23-399K8.5	antisense
ENSMUSG00000036422	Pcdh8	protein_coding
ENSMUSG00000085588	3110004A20Rik	lincRNA
ENSMUSG00000049902	4921517D22Rik	protein_coding
ENSMUSG00000056832	Ttc26	protein_coding
ENSMUSG00000094134	Ighv5-15	IG_LV_gene
ENSMUSG00000094588	Olfr898	protein_coding
ENSMUSG00000085733	Gm11641	antisense
ENSMUSG00000037907	Ankrd13b	protein_coding
ENSMUSG00000018362	Kpna2	protein_coding
ENSMUSG00000080749	Gm12134	pseudogene
ENSMUSG00000086236	5830418P13Rik	processed_transcript
ENSMUSG00000096824	Ighv2-7	IG_LV_gene
ENSMUSG00000085360	Gm11647	antisense
ENSMUSG00000076646	Ighv2-6-8	IG_LV_gene
ENSMUSG00000061486	Gm5161	pseudogene
ENSMUSG00000058270	Olfr25	protein_coding
ENSMUSG00000020453	Patz1	protein_coding
ENSMUSG00000085887	Gm11648	antisense
ENSMUSG00000082295	Gm12133	pseudogene
ENSMUSG00000095565	Ighv2-9-1	IG_LV_gene
ENSMUSG00000080808	Gm12608	pseudogene
ENSMUSG00000086225	Gm8661	pseudogene
ENSMUSG00000078635	1700028N14Rik	processed_transcript
